StationID,Lat,Lon,Freeway,Direction,LaneType,TotalFlow,AvgOccupancy,AvgSpeed
5453,37.70714894984072,-121.89336262779217,80,W,OR,390,0.14,28.2
4727,37.297777611631304,-121.89717451724279,880,S,FR,410,0.278,74.9
3778,37.69641656131498,-122.49121514128292,101,W,FR,379,0.096,74.6
8087,37.597581939566986,-122.2928531721218,80,E,HOV,263,0.258,54.6
1353,37.40651991781356,-122.10771951227959,880,N,FR,392,0.208,30.1
1818,37.601269456783754,-122.29714454878217,680,E,ML,231,0.192,36.4
1678,37.60201010220933,-122.30562535548376,280,N,FR,460,0.282,61.8
7317,37.90813495207716,-121.99033792419364,101,S,OR,336,0.197,36.6
9182,37.29203530146045,-121.90138511630559,280,E,FR,211,0.24,48.5
9004,37.70502536210751,-121.80581904479656,880,E,OR,376,0.079,60.3
3992,37.802426809814754,-122.40562454174626,101,N,HOV,312,0.231,65.1
6228,37.594131610604265,-122.30800154982926,80,N,HOV,199,0.177,72.7
3265,37.6930109669055,-122.5090094681578,880,W,ML,76,0.236,17.9
4230,37.7011762274163,-121.80367581116924,680,S,OR,96,0.294,71.5
9086,37.39388596692476,-121.90208011955036,101,W,FR,121,0.134,65.3
5868,37.39839432738968,-121.89253156838076,280,N,FR,389,0.085,12.7
3654,37.60975887989967,-121.99746525387212,280,W,ML,57,0.222,65.9
6610,37.90068956064218,-122.29918865053844,101,S,OR,343,0.289,33.0
5154,37.60685707711495,-121.99585365533353,880,S,HOV,327,0.071,30.0
9537,37.39109642555272,-122.09770429255519,880,E,FR,112,0.178,61.9
4951,37.395169515997914,-121.90800007636896,101,N,FR,207,0.036,37.3
7556,37.39934694448299,-121.90660080145216,80,W,HOV,495,0.112,48.8
8888,37.69656923939578,-121.89141016870445,80,N,HOV,327,0.054,42.2
4499,37.80071623426154,-122.2922939244683,280,S,HOV,239,0.055,58.9
4859,37.708969212565236,-122.50887183812455,80,N,FR,310,0.21,49.1
9929,37.30715296221758,-121.90259939110707,80,W,FR,367,0.074,30.2
4879,37.8938434592942,-121.99638659493809,680,S,OR,325,0.164,62.8
3038,37.80872261495059,-122.30954853797644,101,E,ML,72,0.091,54.8
9280,37.60943577000828,-122.00576124324833,80,S,OR,97,0.13,39.9
9971,37.692326595482754,-122.10785106510592,680,E,HOV,189,0.153,16.0
2192,37.59798717785376,-121.99683079674543,880,S,ML,426,0.237,41.3
9751,37.79356917226468,-122.40032680131642,101,N,FR,382,0.163,43.5
7582,37.80416681014124,-122.3044159026321,80,N,OR,245,0.226,69.5
3844,37.59150628262321,-121.9908881703443,680,N,OR,195,0.028,59.6
6245,37.89347573164271,-122.09718864541739,80,W,FR,157,0.242,43.1
5010,37.40255941504973,-121.89317010797353,101,S,FR,399,0.128,25.1
8308,37.2931798416324,-121.90792156521883,80,N,OR,219,0.297,38.3
5067,37.705725452511636,-122.4944681916678,280,E,FR,452,0.019,41.7
9654,37.894017552966844,-122.00933480994914,80,W,FR,278,0.12,46.0
3751,37.59422852120425,-122.00136566283953,80,S,ML,130,0.223,68.5
3906,37.39347043240474,-121.993638773535,101,W,FR,160,0.262,37.8
4309,37.60891990227736,-122.00770685193875,880,E,OR,439,0.105,19.5
6618,37.3910857129667,-122.1008845270521,280,W,HOV,225,0.073,57.5
7941,37.80268782398254,-122.30798078473015,880,W,ML,475,0.297,12.9
5796,37.79543455529631,-122.39021737758502,280,S,HOV,350,0.126,43.1
9822,37.79628865770002,-122.3935756629142,80,S,OR,82,0.027,18.8
6776,37.40694492737668,-122.09891398751647,680,E,HOV,263,0.294,72.1
2308,37.59188259828312,-121.99596614167193,680,E,ML,318,0.265,47.3
3356,37.70928739961261,-121.89981477250906,101,E,ML,256,0.23,62.6
5005,37.60065880889829,-122.0005239159075,680,E,ML,376,0.146,62.2
3484,37.60751166885557,-122.29276277335657,101,N,ML,283,0.126,49.5
5767,37.506410493637766,-122.19712741122675,80,N,OR,134,0.231,73.6
3714,37.59948638906778,-122.30617377908858,680,S,HOV,64,0.194,20.4
6269,37.5918859882365,-121.99266217762086,80,E,ML,491,0.172,12.7
2599,37.89161565276413,-122.00886705555739,101,S,FR,375,0.186,46.7
6050,37.90453653545786,-122.10090109335736,880,E,HOV,364,0.152,55.5
7603,37.39519874004105,-122.09234058558822,80,E,FR,282,0.013,31.4
7666,37.695142876914666,-122.10967687352601,80,E,FR,56,0.121,19.7
5532,37.40585606159638,-122.10746052661483,680,N,ML,28,0.069,38.9
7742,37.40986325444942,-122.00884314511966,680,N,ML,95,0.066,22.1
3827,37.797978428608964,-122.29178648469336,80,N,HOV,380,0.254,32.1
5045,37.79191224486158,-122.29267732327808,280,S,ML,424,0.208,19.5
1088,37.39272283882406,-122.09353043292072,101,E,HOV,49,0.13,69.1
9877,37.40876341630068,-121.90194967665143,680,N,OR,289,0.137,66.6
8159,37.507607745378046,-122.19696204511982,280,W,ML,444,0.208,45.4
6976,37.89435961113406,-122.30108232131653,880,E,ML,283,0.292,14.9
8265,37.90029406088856,-122.29801128302866,680,N,ML,435,0.015,53.7
9257,37.800028661550456,-122.30512925329961,80,W,FR,270,0.248,17.8
8859,37.39846609285714,-122.10148687352314,280,W,OR,151,0.025,33.4
1887,37.30431422188114,-121.89578103229829,680,W,ML,25,0.134,69.1
3025,37.90627536109631,-122.29304523570369,280,S,OR,88,0.126,67.4
5733,37.79041519077269,-122.40377071326068,680,E,OR,161,0.259,51.5
6111,37.69997199525942,-122.49112258066575,80,E,ML,203,0.253,65.4
5460,37.79888443817007,-122.40953350413007,280,S,FR,263,0.146,37.5
4861,37.90042182256382,-122.29026411988278,680,E,HOV,41,0.273,70.1
9954,37.70062490818409,-122.5010558810164,280,W,ML,261,0.174,70.5
2761,37.89441534981712,-122.29123835110983,280,W,ML,132,0.175,54.1
4093,37.399256718582905,-121.8939041072556,880,E,OR,459,0.023,74.7
6040,37.6920365909734,-121.79089279090181,680,S,OR,342,0.153,38.0
3555,37.60941128674292,-122.30398042658757,101,N,ML,58,0.141,27.7
5423,37.60738301096753,-121.99270159014854,101,N,ML,65,0.076,64.4
4500,37.69970075872239,-122.50636348964026,101,E,OR,117,0.1,27.0
5157,37.39648228863221,-121.89658086457675,880,W,ML,290,0.174,28.0
5823,37.401864496578455,-121.90751242271106,880,W,ML,188,0.259,47.1
3330,37.69252748039462,-121.90577672558233,280,W,OR,180,0.126,38.4
8027,37.70087487201173,-121.8909353019779,280,N,ML,420,0.105,62.1
2884,37.39140404946001,-122.10758207260989,80,E,ML,487,0.289,44.9
2170,37.80502702567902,-122.40887887325779,880,S,ML,14,0.07,43.8
3838,37.79287498735221,-122.29353849845393,101,E,HOV,235,0.157,36.5
8865,37.39554604315681,-122.09841206618816,680,N,FR,380,0.079,59.9
5932,37.89371856804139,-122.10474681474078,280,W,HOV,348,0.094,44.1
4066,37.907982886658246,-122.30657073759829,880,N,HOV,74,0.065,49.4
4296,37.79670222204515,-122.29213326658967,880,E,HOV,95,0.249,72.7
5341,37.80295425892322,-122.29156196250072,80,E,OR,95,0.163,20.8
1957,37.30695440216897,-121.90327733544034,101,N,FR,499,0.292,64.6
2051,37.393867200303895,-121.9066583770709,880,E,HOV,248,0.112,54.0
4341,37.60402213877551,-122.00473147468358,101,W,ML,71,0.189,58.9
7002,37.70552180631473,-121.90329916378752,80,N,HOV,191,0.206,46.9
4788,37.40477414798666,-121.89704045396229,880,W,ML,290,0.128,43.8
2595,37.902137115474225,-122.10052199743285,80,N,FR,34,0.067,35.6
4506,37.59345834777861,-121.99795511005205,101,S,ML,148,0.238,48.1
2123,37.79467977067486,-122.30229874181876,80,N,OR,458,0.135,39.9
8214,37.79131896873639,-122.40086599846552,880,E,OR,119,0.298,46.7
6869,37.70965607866437,-121.80198867429765,101,N,HOV,223,0.113,67.7
4242,37.398774241202794,-121.89243089228441,880,N,FR,100,0.192,53.2
8917,37.394600542239715,-122.00664062841923,880,S,OR,259,0.086,59.3
9829,37.60121082644232,-121.99036834918978,80,N,ML,333,0.066,60.5
8514,37.39868056422833,-121.90252178792664,280,S,HOV,219,0.096,53.4
7337,37.7027638603764,-122.09582797247718,880,N,ML,369,0.234,28.7
8372,37.60701451295456,-122.30391667448966,101,N,OR,143,0.085,46.5
6083,37.60406215969335,-122.30328564757593,680,S,ML,137,0.096,33.3
3810,37.69066268844098,-122.50623580468013,880,N,ML,13,0.19,14.4
7192,37.79560458639249,-122.29232504157835,680,W,OR,143,0.181,60.0
2596,37.907266120141294,-122.10529021079866,280,S,OR,389,0.017,52.9
4719,37.89971722421269,-122.30457485073566,101,S,FR,111,0.092,18.1
4306,37.90635248307874,-121.9948310246031,101,E,HOV,260,0.23,41.4
6103,37.39982761489358,-121.90255913627736,280,S,FR,498,0.118,37.9
2333,37.595141576470496,-122.00738438202734,880,S,OR,331,0.103,60.0
5765,37.50246951540419,-122.20005879861411,680,W,FR,490,0.046,73.3
3342,37.30187998584872,-121.89114703346992,80,N,FR,109,0.227,43.3
9517,37.70895142056666,-121.90408726485944,280,S,FR,455,0.072,33.9
1762,37.405156171594086,-122.10328896625684,880,E,ML,18,0.235,40.1
3597,37.795628164737415,-122.39151548017207,80,S,HOV,267,0.262,18.5
7583,37.39586399598881,-122.1052875649848,80,S,ML,101,0.118,49.6
7019,37.70406556416146,-121.80525867108851,880,W,HOV,439,0.265,36.6
6825,37.70069347254404,-121.89172106848574,680,E,FR,95,0.255,32.4
4248,37.80476705888288,-122.39590988886472,101,S,HOV,252,0.064,18.5
7170,37.80804084733473,-122.30765445127226,280,E,HOV,285,0.111,14.7
8347,37.60525682903168,-122.29045988917174,880,N,ML,343,0.079,69.2
2381,37.601321378928354,-121.99322138642577,680,S,HOV,464,0.082,12.9
5332,37.709496055629565,-121.89137207189808,280,N,HOV,498,0.027,19.4
4322,37.392985291960144,-121.9091928871259,680,E,HOV,496,0.101,62.1
2981,37.391663354815364,-121.90765510988938,680,N,HOV,367,0.146,74.9
5792,37.80441403016575,-122.29961459226153,101,N,ML,496,0.023,15.2
7961,37.69882436499346,-121.80007393760403,880,W,FR,215,0.137,47.3
2176,37.405631341529734,-121.99970903603949,101,E,OR,432,0.064,33.8
8978,37.39224234387974,-121.909257404851,80,W,HOV,155,0.021,14.2
8119,37.39868614135987,-121.99312249375816,680,E,OR,59,0.09,52.1
9688,37.395629196099215,-122.10346681601226,680,N,HOV,249,0.02,10.5
5875,37.69872127957133,-121.90695261647292,101,W,OR,251,0.199,19.7
6553,37.39409292536615,-122.10848510369722,680,N,OR,145,0.108,37.5
7803,37.907263481531,-122.09060412630275,880,W,FR,271,0.048,37.0
2752,37.39608286119661,-121.89612353648737,80,N,ML,340,0.085,34.2
2681,37.90063128926156,-122.29315650276587,880,S,HOV,56,0.074,26.9
2469,37.40987722636088,-121.90966898093602,80,S,ML,217,0.257,55.7
7519,37.898763807639604,-122.30874948480215,680,N,HOV,259,0.035,43.3
5416,37.69260199504766,-122.49180095472057,680,S,FR,497,0.121,67.0
4072,37.596291121269005,-122.00173235525418,101,E,ML,180,0.182,38.9
2991,37.80563065991019,-122.2967089517323,101,S,ML,443,0.297,69.0
7482,37.902082163754336,-121.99793871532283,880,S,OR,395,0.159,16.5
4866,37.499941268167795,-122.19511714636474,880,E,HOV,265,0.17,69.0
7551,37.599776476056896,-121.99377345246805,680,W,FR,288,0.058,15.6
2328,37.40967796319441,-122.09468672945935,80,W,FR,357,0.086,66.6
7672,37.705116279618466,-121.79488864753122,880,W,OR,409,0.055,53.4
9709,37.69341792767282,-121.7903938917593,101,E,OR,34,0.06,19.6
2360,37.59899958826292,-121.99205017067285,280,N,FR,488,0.291,48.3
2316,37.908155519796466,-121.99141371857841,80,E,FR,53,0.116,31.8
4215,37.79990148563041,-122.40295284848588,880,S,ML,228,0.273,24.5
1620,37.79350057047915,-122.30868329786571,80,S,FR,310,0.184,36.0
8046,37.69728318446984,-122.50934565259425,80,S,FR,284,0.18,27.6
3442,37.503165836249764,-122.20942686157662,880,S,HOV,279,0.168,18.5
5317,37.90594832395725,-122.10422247359205,680,S,OR,279,0.132,42.1
3920,37.70744583637036,-122.10377620931774,680,N,HOV,413,0.098,15.6
6516,37.3943739361972,-122.00050202716932,680,S,ML,449,0.261,17.6
1496,37.89905938019376,-122.09426098410269,280,W,ML,41,0.295,43.7
7393,37.89357949395647,-122.10283905443781,280,S,HOV,335,0.202,53.0
6844,37.79295333290188,-122.40167133357728,880,E,ML,18,0.024,73.6
6208,37.804863408189554,-122.40361230144045,101,E,OR,23,0.058,63.3
3258,37.39272428384961,-121.8977755213418,880,W,ML,370,0.216,35.3
7664,37.808764214996096,-122.30488974523152,280,E,OR,105,0.077,13.6
2988,37.7057464968718,-122.10459804358776,80,S,ML,188,0.121,71.4
3445,37.90960433219745,-122.10633622248633,880,S,FR,371,0.044,30.5
3090,37.4061478156945,-121.90668986330512,80,S,OR,262,0.186,21.5
3889,37.802449338400784,-122.29170626986377,80,S,FR,277,0.083,51.9
3944,37.79613399108541,-122.29257549440263,880,W,FR,285,0.289,60.5
5429,37.392244911831156,-121.89133813550292,80,S,OR,349,0.112,46.7
6875,37.40909614847905,-121.89329514979886,880,S,FR,435,0.129,43.9
2350,37.90966663193092,-122.30291033409047,80,E,FR,265,0.121,31.0
7505,37.398806504866265,-122.102508609893,880,E,OR,290,0.121,66.2
7317,37.70151888947843,-121.79582535389235,280,N,OR,113,0.014,13.0
2121,37.392661416352105,-122.09212854742796,80,N,ML,10,0.26,31.4
1328,37.798537048797435,-122.40068865542494,880,W,OR,129,0.046,13.3
8319,37.80716648584229,-122.30093991952565,280,E,OR,16,0.056,32.4
7123,37.70900784412178,-122.49542710931925,101,W,HOV,377,0.218,53.7
6481,37.39501587970957,-122.00512250597157,101,E,OR,256,0.177,24.1
1864,37.60390647272219,-121.99142910634737,80,E,HOV,103,0.036,16.4
7376,37.90776984685428,-121.99570089278136,101,W,ML,362,0.283,49.2
1174,37.29828044149334,-121.900178370432,680,E,ML,165,0.032,12.7
2497,37.69278534692543,-122.50285497410852,280,W,OR,17,0.215,60.3
8948,37.40805455497358,-121.8958655381234,280,W,OR,403,0.246,58.7
2313,37.702860418231026,-122.4929725816035,680,E,HOV,305,0.281,28.9
8552,37.39395572878398,-122.10323905973969,280,W,HOV,399,0.27,54.2
7302,37.70994975259218,-122.49036763814819,880,S,OR,305,0.125,59.8
6964,37.49442432263107,-122.19822668833977,880,S,FR,478,0.097,29.3
1361,37.89288069255045,-122.00819369416867,880,N,HOV,324,0.29,31.4
9458,37.39041239473225,-121.90893647379819,80,S,HOV,458,0.032,42.4
9545,37.80924000373837,-122.30650692128313,680,W,FR,498,0.116,68.5
9711,37.901189868754926,-122.29580676365457,101,S,FR,409,0.093,47.5
3743,37.80584338560431,-122.30754135721584,101,N,OR,12,0.169,19.4
2650,37.70894779883199,-121.8979773474918,80,E,HOV,411,0.051,41.0
2774,37.697866238552784,-121.80551982845678,680,N,OR,430,0.092,35.3
1558,37.402088393673836,-122.09347507697336,101,E,HOV,114,0.277,69.4
1353,37.59710688541186,-121.99126289773929,880,N,FR,116,0.275,39.2
1241,37.90126157464267,-122.09470664536155,880,N,OR,309,0.098,65.6
8128,37.6074756050735,-121.99585937384266,280,S,OR,234,0.235,11.8
9696,37.695485920264446,-121.9032426253503,80,E,ML,176,0.071,61.9
1705,37.80419942412594,-122.30427951252469,80,N,HOV,290,0.058,27.9
4023,37.69193145698263,-121.80117757678956,680,W,ML,126,0.241,10.8
2652,37.3948161440455,-121.8991780208322,101,E,HOV,166,0.231,64.8
2553,37.903987817585524,-122.29003571795252,101,S,ML,351,0.141,40.1
4856,37.70542130948866,-122.49823254641282,880,E,OR,202,0.067,40.9
9622,37.40120112248925,-121.99216059910765,280,S,FR,175,0.155,28.0
7041,37.50162580352763,-122.1940847147355,280,S,OR,63,0.078,52.3
7824,37.70195470191106,-121.9042621550365,280,N,FR,386,0.278,70.9
7023,37.59443788871107,-121.99840335232578,280,S,ML,29,0.081,62.9
8524,37.799355919975646,-122.29893505338416,280,N,HOV,154,0.167,33.7
4476,37.3975901813401,-121.89945519200162,680,N,HOV,451,0.018,39.9
4831,37.59871678208113,-121.99519910990581,101,N,ML,373,0.06,21.6
8975,37.70673780513243,-122.50135604576211,101,S,ML,484,0.136,56.1
5085,37.70607895457357,-122.49035206223633,101,W,OR,408,0.175,67.2
6043,37.30305528717229,-121.90721829311047,280,W,FR,389,0.263,34.9
9774,37.90095885744984,-122.30316364039703,101,S,ML,430,0.087,49.5
4029,37.79331565385415,-122.4069996342937,101,E,HOV,369,0.203,28.7
8233,37.89680219582314,-122.30900414496988,680,E,HOV,344,0.204,17.0
8261,37.70107450088044,-121.89776098383537,280,W,OR,11,0.139,69.0
4172,37.894095864575995,-122.30184615702376,680,E,FR,13,0.259,69.7
5336,37.40305516479375,-122.090059823721,80,E,HOV,230,0.28,24.5
3566,37.90451655260287,-121.99721743068471,680,E,OR,133,0.284,71.4
8059,37.90501539130426,-121.99149341072575,80,N,FR,172,0.269,63.4
1855,37.80830476218408,-122.29404271749065,680,N,ML,453,0.251,14.5
4713,37.90038199356776,-122.09267681247097,280,E,FR,317,0.279,56.4
2492,37.903669395406226,-122.30026141497571,680,W,OR,269,0.04,22.7
6054,37.80585743412908,-122.39220586549278,80,S,HOV,491,0.115,31.3
4481,37.809977449349965,-122.40307343956674,680,E,FR,282,0.065,74.6
6411,37.900690546672706,-122.00931628464626,280,E,ML,160,0.034,69.9
1504,37.6937218373085,-122.10724419674152,101,N,OR,495,0.26,70.2
9966,37.70303525063672,-121.79910283315962,880,N,ML,324,0.135,62.8
7090,37.40405772480031,-121.90168534957691,680,E,OR,101,0.188,23.1
9090,37.80568317975487,-122.30148919948931,280,W,OR,285,0.254,18.6
8290,37.89805734556724,-122.2992593801814,680,W,ML,132,0.174,57.0
1039,37.692509772994946,-121.90218966274857,680,W,OR,136,0.179,14.6
6637,37.402151460268215,-121.90672976079203,280,E,FR,303,0.018,34.7
3852,37.89325035005115,-122.30003294018164,880,W,OR,43,0.212,38.9
2712,37.70254982437514,-121.80592683238541,101,W,HOV,69,0.097,12.0
1870,37.40964665846413,-121.89536857164899,280,S,FR,342,0.04,41.5
3485,37.49618406131431,-122.2028928284747,280,S,HOV,108,0.117,53.4
6204,37.80828586474684,-122.40167924038957,80,W,FR,483,0.249,54.0
9939,37.70942638681957,-122.0904741369747,680,S,HOV,426,0.218,33.6
6759,37.69712699305043,-122.09308200586402,80,N,HOV,22,0.109,62.6
2449,37.59572443129227,-122.30662534482879,880,S,FR,224,0.194,15.9
4986,37.70479522486191,-121.8046517542381,101,E,FR,34,0.039,46.9
6374,37.39157390692837,-121.8999248497763,280,W,OR,371,0.071,65.8
7576,37.80847046592047,-122.39185677871657,280,E,FR,238,0.188,23.7
1890,37.69341426844595,-121.89183726319747,101,E,OR,409,0.257,62.6
7675,37.80159609072277,-122.30196533731967,80,E,ML,301,0.291,73.9
4381,37.39383037118863,-122.0947469543439,280,E,OR,160,0.054,71.8
1893,37.695682823624374,-121.90128722693306,880,S,FR,341,0.173,40.4
1136,37.80456797544891,-122.40856365757226,80,S,OR,353,0.236,50.8
4581,37.293538144561964,-121.89733106872988,680,N,OR,118,0.252,42.6
7775,37.50096200276743,-122.1970361117448,280,N,HOV,430,0.268,26.9
4487,37.40445053491491,-122.10692707330921,101,E,FR,93,0.255,41.2
5921,37.690831354999276,-121.90715379731479,80,S,OR,368,0.175,19.1
6313,37.694817380533635,-121.80785442023532,101,N,FR,176,0.231,11.2
5202,37.79301597189849,-122.40001910279472,880,S,OR,350,0.19,31.6
3979,37.69228611416551,-122.49256101827956,880,S,ML,125,0.09,16.7
3687,37.60651401334747,-122.30659756104485,80,S,HOV,295,0.058,27.7
6579,37.791109420788,-122.30506544079228,280,S,ML,53,0.116,10.2
9245,37.39426255958333,-121.89838189606549,280,S,FR,18,0.231,44.5
6787,37.60093076099733,-122.29335538673651,680,S,FR,472,0.298,73.9
4658,37.80007298368503,-122.29992828003768,101,S,ML,364,0.044,46.5
5164,37.39853772427336,-122.0022855053327,80,S,ML,366,0.215,63.8
3701,37.90043609855064,-122.30863403930023,80,S,OR,478,0.162,48.4
8260,37.89649530607719,-122.10133900382499,880,E,HOV,135,0.263,49.3
8104,37.39149370137145,-122.10891879871865,880,N,ML,463,0.05,56.2
4670,37.89948953668008,-122.09126776329472,280,W,ML,125,0.223,15.7
4448,37.395914008387194,-121.90529638479158,80,W,HOV,425,0.198,15.8
3498,37.40105514727646,-122.09804154659469,880,W,FR,285,0.217,21.9
3642,37.59996498949598,-122.30149505495483,280,S,OR,370,0.128,39.2
8057,37.590200914363805,-122.00136442492997,280,W,OR,385,0.11,51.9
7521,37.40219209368055,-122.09122141015999,80,S,FR,41,0.193,57.5
2834,37.70780821392419,-121.79539730359001,680,N,OR,128,0.198,16.8
6194,37.298295697562494,-121.90242312422087,101,W,ML,283,0.234,57.8
8194,37.90882454433624,-122.09776651023805,80,W,ML,479,0.186,35.5
4006,37.40122613634515,-121.89698250701827,880,S,ML,389,0.134,41.9
1280,37.7089214334047,-121.79031480313148,101,N,HOV,210,0.142,18.2
9517,37.69044982509427,-121.79396098774492,80,S,FR,115,0.213,54.8
4828,37.80659640783387,-122.2925549829514,680,N,ML,445,0.042,14.8
3953,37.600390775958054,-121.99274711637116,880,N,ML,311,0.05,22.5
5823,37.40977279016727,-121.99866045364426,101,S,FR,212,0.192,64.6
8713,37.89733135338034,-122.09231448142663,680,W,OR,378,0.16,47.7
7624,37.50156664320481,-122.2019110780481,280,W,ML,262,0.068,19.2
9032,37.390328500521406,-121.89657757807699,680,S,ML,327,0.207,42.2
8817,37.40033353831585,-122.10182287982752,80,S,ML,404,0.25,74.2
4841,37.808902274173086,-122.40792292501241,80,S,ML,271,0.039,53.5
9414,37.90925569484166,-121.99200318525709,680,N,ML,374,0.051,55.4
2318,37.804507627912194,-122.29624329443061,80,W,OR,317,0.126,63.6
4358,37.40660860429814,-121.89941459481356,101,S,HOV,303,0.135,50.0
6279,37.79325593261961,-122.3058958265809,880,W,ML,253,0.055,27.2
9096,37.30948987752609,-121.89815060533947,880,E,ML,303,0.083,56.5
9762,37.808684445085916,-122.30984001780226,80,W,ML,183,0.143,45.7
9495,37.69818938531911,-122.50870105115298,80,W,ML,93,0.282,22.2
1659,37.89148992148192,-122.09838591731739,680,W,OR,134,0.25,62.4
1095,37.40384744113461,-122.10691284481422,80,N,HOV,256,0.134,29.0
8024,37.59547484370155,-122.00139801302068,101,N,ML,296,0.087,38.1
8672,37.40476246095282,-122.09196706382092,280,S,HOV,309,0.06,34.8
9551,37.306047571123386,-121.9099643725236,280,N,HOV,485,0.218,63.4
9108,37.290117157439106,-121.8993787295432,80,W,ML,390,0.224,22.8
1445,37.801344398917315,-122.29081311059561,680,E,FR,411,0.087,40.1
9994,37.69447607955356,-121.8024707364548,880,N,HOV,185,0.228,23.9
7698,37.80412971553279,-122.39423467249749,880,S,OR,319,0.203,35.7
3536,37.39662901462368,-121.90558845246217,280,E,FR,209,0.12,59.1
7749,37.304349911706886,-121.89850533905181,680,W,HOV,16,0.149,17.9
3936,37.694769655179066,-122.09625999711807,80,E,ML,89,0.115,25.5
2361,37.39117714167196,-121.89558589704635,80,E,OR,386,0.044,38.8
5763,37.30187695562628,-121.89858813817251,880,E,OR,443,0.261,66.3
7090,37.79351371246493,-122.2996252020721,280,E,ML,251,0.224,38.5
1322,37.60488343112091,-122.29057353283105,101,W,HOV,188,0.103,44.3
6316,37.909373537491206,-122.29381525223633,80,N,FR,460,0.129,67.5
7787,37.70408654751833,-122.50082927528211,80,W,HOV,469,0.133,62.6
1226,37.29372299094997,-121.89086060101812,680,S,ML,137,0.058,35.4
2354,37.90529369239317,-122.30755558460945,280,N,OR,358,0.039,60.7
6435,37.594880965497644,-122.00291769362515,680,W,ML,369,0.193,11.3
7356,37.496491658345185,-122.20570386396003,280,S,HOV,126,0.138,31.2
8554,37.59012274439547,-122.29188338403246,680,W,HOV,64,0.126,71.8
9654,37.90776628254445,-122.09759046316138,101,N,FR,164,0.103,13.0
3138,37.70988604291229,-122.09928582105864,880,W,HOV,355,0.259,50.3
2267,37.89466556591071,-122.09393591578727,680,E,FR,281,0.093,21.1
5166,37.39806964924806,-122.10438070913062,680,N,OR,80,0.176,30.7
9177,37.703098707545024,-122.09616060700753,280,W,OR,435,0.064,61.3
7106,37.39757790713511,-122.09060015292734,80,W,FR,28,0.24,57.8
2255,37.60714484999325,-122.00634457706245,280,N,HOV,488,0.093,10.2
1094,37.79126600130659,-122.29969022449677,80,S,FR,115,0.024,39.9
6317,37.905079471325685,-121.99787467114245,880,W,HOV,96,0.042,14.5
9475,37.70396220818907,-121.79403611097392,280,W,OR,237,0.226,68.6
2611,37.296894247018265,-121.90772954278502,880,N,HOV,27,0.218,69.2
2603,37.896807832452005,-122.0989932361527,680,S,HOV,313,0.259,27.5
1223,37.40445768383243,-121.90521683810135,880,N,HOV,61,0.057,33.2
3916,37.296675767700535,-121.89147300760241,880,N,FR,390,0.04,60.2
6773,37.69788374477874,-121.79573202723057,280,W,FR,42,0.26,61.3
8227,37.50973613684779,-122.19222152027243,280,W,FR,64,0.115,56.1
9910,37.39648952569084,-121.89263347472635,680,S,ML,193,0.073,39.0
6501,37.40477961538797,-122.09764395925448,880,N,OR,390,0.116,10.9
2152,37.4943530856912,-122.19314924894773,880,S,FR,349,0.24,72.5
4555,37.89913506354066,-122.29199262664459,680,S,OR,166,0.172,58.8
1245,37.899019346257035,-121.99183616694737,280,W,FR,21,0.262,33.0
1040,37.3034934531831,-121.8958858402184,101,W,OR,229,0.135,31.6
4461,37.80318972158499,-122.30407388795287,80,S,HOV,38,0.092,41.7
6052,37.905024741811175,-122.10048144593078,80,W,OR,81,0.186,71.4
7112,37.792748055594075,-122.39090153290164,80,E,OR,66,0.258,74.1
8674,37.805737320365004,-122.29004844617737,680,W,HOV,412,0.235,59.6
2582,37.79286162727315,-122.29869906437072,80,W,OR,382,0.024,11.8
5801,37.697348926876955,-122.49279963116615,680,E,ML,500,0.211,14.1
5278,37.50499364438827,-122.19704343023808,880,N,HOV,369,0.044,65.3
2073,37.39911503890522,-121.89749912319738,880,E,OR,17,0.135,59.4
1850,37.50972381197361,-122.20222369093347,680,E,HOV,304,0.268,46.1
2257,37.505767582277706,-122.19308591518913,80,N,FR,187,0.268,28.1
2592,37.309558787097714,-121.89991672128959,101,S,ML,391,0.127,40.9
1771,37.60259728454357,-122.0068500398496,101,E,OR,104,0.09,43.2
7909,37.79873207358336,-122.30442982726775,680,E,OR,165,0.268,60.1
2111,37.697250413671924,-122.49264949693026,101,N,ML,138,0.248,15.1
2234,37.50002336478507,-122.20610990180249,680,W,OR,214,0.078,68.9
6438,37.80101909915467,-122.29510195658287,880,S,OR,498,0.21,35.6
6389,37.39374944975615,-122.09909398410447,280,S,HOV,227,0.29,22.1
8768,37.7069673772042,-122.50207704445805,880,N,OR,173,0.273,49.8
3958,37.80551961287761,-122.39193033302779,101,E,ML,441,0.016,21.7
4728,37.90198446384648,-122.29008585485275,80,E,ML,52,0.149,52.7
4943,37.39709291158997,-122.10828792062757,880,W,OR,459,0.247,15.2
6273,37.90760166102711,-122.10650603605113,680,N,FR,416,0.121,48.5
2759,37.90962426563258,-122.30048547914916,101,E,OR,428,0.294,17.2
2932,37.59666158675061,-122.00205301415002,280,E,ML,260,0.296,45.0
1476,37.704684698169636,-122.49393173645502,680,W,ML,465,0.151,29.0
6122,37.70900145230938,-121.79989751286392,80,E,FR,354,0.216,43.6
1398,37.59081460576618,-122.30696023209214,280,N,OR,190,0.139,69.3
4713,37.39113813170972,-122.10935968601017,680,N,FR,321,0.027,25.5
